row_index,id,file_name,source_dataset,task,output,valid_token_count,fbank_frames_before_pad
7960,e1a87f3b-4426-4e80-8c16-e9831129d55f,Turdus_merula_Tre_N0044_06_short.flac,Animal Sound Archive,taxonomic-classification,Chordata Aves Passeriformes Turdidae Turdus merula,505,998
7964,a3bc944e-cd9a-4596-8366-83e16b2c59eb,Puma_concolor_V2010_12_short.flac,Animal Sound Archive,genus-detection,None,505,998
8258,19cd73ad-bc2c-401c-b204-ebb6ce1d31a9,Turdus_pilaris_Kr0032_06_short.flac,Animal Sound Archive,family-classification,Turdidae,505,998
8297,74aff17e-1e25-4f7d-ab7a-94d182fd93f8,Acrocephalus_scirpaceus_DIG0135_04_short.flac,Animal Sound Archive,species-sci-classification,Acrocephalus scirpaceus,505,998
8333,4bf05381-613c-47a2-8e5e-2283517c774f,Parus_major_DIG_0065_05_short.flac,Animal Sound Archive,family-classification,Paridae,505,998
8439,ad569351-520d-4160-848e-22ad3e775faf,Turdus_merula_DIG0169_15_short.flac,Animal Sound Archive,species-sci-multiple-detection,Turdus merula,505,998
8699,cb5a8fb8-26ab-4416-83a0-6bcea8798288,Turdus_philomelos_Tre_N0142_03_short.flac,Animal Sound Archive,species-common-options-classification,Song Thrush,505,998
9312,81dfaead-b89f-4d89-b064-7a9a1ceb1a9e,Certhia_brachydactyla_Kr0030_10_short.flac,Animal Sound Archive,caption-common,The sound of a Short-toed Treecreeper,505,998
10185,525384eb-a02b-4b97-918b-ff8ff1ec9515,Erithacus_rubecula_Tre_N0038_06_short.flac,Animal Sound Archive,species-common-multiple-detection,European Robin,505,998
10767,3170a3a4-615e-452f-961b-01226f7947a3,Vulpes_corsac_S0845_09_short.flac,Animal Sound Archive,species-common-classification-context,Corsac,505,998
10883,d0c5e9c0-8a5b-465f-a3b3-05854c22fefd,Anthus_trivialis_Co0107_01_short.flac,Animal Sound Archive,species-taxonomic-classification-context,Chordata Aves Passeriformes Motacillidae Anthus trivialis,505,998
11180,b38134d1-6007-4834-825b-feadc045c842,Zoothera_dauma_DIG0145_41_short.flac,Animal Sound Archive,genus-detection,Zoothera,345,680
11221,6f0cbe83-5dc5-40e1-a299-b605bcb96575,Fringilla_coelebs_Tre_N0061_03_short.flac,Animal Sound Archive,species-sci-detection-random,Fringilla coelebs,505,998
11290,3f8c3cdc-ed60-4385-894f-9c50f5530134,Leptopelis_aubryi_DIG0174_01_short.flac,Animal Sound Archive,species-sci-options-classification,Leptopelis aubryi,257,510
11360,ce3aee03-a72c-4048-9c83-b4850e37817c,Erithacus_rubecula_Tre_N0147_04_short.flac,Animal Sound Archive,species-common-options-classification,European Robin,505,998
11422,7a071e9e-762d-4048-9f47-5a8b04b2256f,Colobus_guereza_S0984_08_short.flac,Animal Sound Archive,species-sci-classification-context,Colobus guereza,505,998
11648,4e291984-19a1-4930-b4fb-bde8fef53e86,Turdus_viscivorus_AuMC0183_28_short.flac,Animal Sound Archive,genus-classification,Turdus,457,907
12260,8069d73d-dfec-47c4-bb76-72b803c79eae,Parus_major_DIG0003_30_short.flac,Animal Sound Archive,species-sci-multiple-detection,Parus major,505,998
12435,4510e941-6d22-4c9e-b1b6-da9401692b5c,Picus_viridis_Tre_N0025_03_short.flac,Animal Sound Archive,family-detection,None,305,599
12603,ed590401-687c-4716-a86c-d6efa0f636db,Cervus_elaphus_S1316_04_short.flac,Animal Sound Archive,species-sci-options-classification,Cervus elaphus,505,998
13279,859b749f-3461-45e8-8fa7-3036ad79e1ca,Ptilinopus_pulchellus_V2082_06_short.flac,Animal Sound Archive,species-common-options-classification,Beautiful Fruit Dove,505,998
13568,0c8237a6-ffcf-40f2-8a78-e054ac2d0feb,Erithacus_rubecula_Bru_DAT0026_04_short.flac,Animal Sound Archive,species-sci-multiple-detection,Erithacus rubecula,505,998
14196,bc7066a6-0752-45e7-93b2-6b60d22a07ff,Fringilla_coelebs_Tre_N0060_02_short.flac,Animal Sound Archive,species-sci-classification,Fringilla coelebs,505,998
14444,8afcf96d-c949-4449-8bdd-d28c57251208,Turdus_philomelos_AuMC0183_07_short.flac,Animal Sound Archive,species-common-detection-random,Song Thrush,505,998
14554,4c8133b5-5da7-42d7-b6c5-114a1072d6ef,Sitta_europaea_Co0149_21_short.flac,Animal Sound Archive,taxonomic-classification,Chordata Aves Passeriformes Sittidae Sitta europaea,505,998
15064,74df051c-9d73-445d-acfc-fe6e10310472,Spheniscus_humboldti_V2106_08_short.flac,Animal Sound Archive,species-sci-classification,Spheniscus humboldti,505,998
15076,508f4e6b-fe79-4fe0-addc-fd2ae26c033f,Tringa_totanus_V0522_13_short.flac,Animal Sound Archive,species-taxonomic-classification-context,Chordata Aves Charadriiformes Scolopacidae Tringa totanus,417,829
15081,f787e5e8-fe60-4d0f-b3f7-4d712545a1c2,Canis_latrans_DIG0101_16_short.flac,Animal Sound Archive,species-taxonomic-classification-context,Chordata Mammalia Carnivora Canidae Canis latrans,505,998
15179,f6262b3c-18ba-489c-b8de-b8d1fb800224,Turdus_pilaris_DIG0056_10_short.flac,Animal Sound Archive,species-common-classification,Fieldfare,225,439
15187,fb804c43-73ee-47fe-927b-60b1d3513150,Tyto_alba_V2095_11_short.flac,Animal Sound Archive,caption-common-simple,The sound of a Barn Owl,505,998
15586,5b83a91b-962c-42bf-8117-27467395860e,Fulica_atra_V1542_17_short.flac,Animal Sound Archive,caption-common,The sound of a Coot,81,147
15748,5b9f94ad-0b40-48e4-9678-451dbca6408c,Anthus_trivialis_Co0104_04_short.flac,Animal Sound Archive,caption-scientific-simple,The sound of a Anthus trivialis,505,998
15821,d6424b36-824b-4dae-82bd-b76d3c2c0ab6,Uncia_uncia_S0747_01_short.flac,Animal Sound Archive,family-classification,Felidae,505,998
15862,ae83334a-b8f8-4434-a290-2eab52738840,Parus_major_Tre_N0062_06_short.flac,Animal Sound Archive,species-sci-classification,Parus major,505,998
15903,fb6ff418-4b29-4fd3-9165-7fb85d534815,Alauda_arvensis_DIG0054_13_short.flac,Animal Sound Archive,species-common-multiple-detection,Eurasian Skylark,505,998
15928,51af16a8-a238-4ae9-8bb9-fed4813d9042,Sylvia_nisoria_Co0163_16_short.flac,Animal Sound Archive,species-common-detection-random,None,505,998
16538,dd37da80-cf46-4309-ade6-7ac871535dc0,Strix_aluco_DIG0080_02_short.flac,Animal Sound Archive,caption-scientific,The sound of a Strix aluco,441,878
16600,b7c7b37a-1e32-4ea4-868c-5ecc41f2b65e,Anthus_trivialis_Co0088_03_short.flac,Animal Sound Archive,species-common-options-classification,Brown Tree-Pipit,505,998
16615,55cfa116-32aa-41e2-a25d-1c57634e3bb8,Pipistrellus_pipistrellus_DIG0141_29_short.flac,Animal Sound Archive,caption-scientific-simple,The sound of a Pipistrellus pipistrellus,409,810
16643,7f3dfdb2-be02-4783-8c2a-c7cc337a4ef2,Emberiza_citrinella_AuMC0283_03_short.flac,Animal Sound Archive,species-common-classification,Eurasian Yellow Bunting,505,998
16869,582d2768-f926-4b45-92dc-a7e50d7486ee,Spheniscus_humboldti_V2080_04_short.flac,Animal Sound Archive,genus-classification,Spheniscus,505,998
16960,b587d813-d483-4978-bd9c-0d72b25e7f96,Fringilla_coelebs_DIG0160_03_short.flac,Animal Sound Archive,species-sci-multiple-detection,Fringilla coelebs,505,998
17121,7d80ff34-a9d9-48e3-8941-cdac4ef9ff4d,Turdus_merula_Tre_N0087_03_short.flac,Animal Sound Archive,species-sci-classification,Turdus merula,505,998
17349,23ac7c30-21ed-4ae6-996c-726a5f0294da,Parus_major_CoMC0001_25_short.flac,Animal Sound Archive,species-common-classification-context,Great Tit,505,998
17560,22503022-c50a-4748-a52e-4e305b3ef32b,Coccothraustes_coccothraustes_PF00848_short.flac,Animal Sound Archive,species-common-classification-context,Hawfinch,505,998
17845,8be4f6d7-ee20-4ab3-a774-639c460618d1,Emberiza_citrinella_DIG0060_04_short.flac,Animal Sound Archive,species-sci-options-classification,Emberiza citrinella,505,998
18809,b6dd8de9-0f80-4331-b654-453e435bccb9,Porzana_parva_DIG0118_33_short.flac,Animal Sound Archive,species-sci-options-classification,Porzana parva,505,998
19159,90429448-7441-4693-90b1-4796d9ac96ac,Sylvia_nisoria_DIG0169_27_short.flac,Animal Sound Archive,genus-detection,Sylvia,505,998
19220,d98d86f8-c04b-49cc-8f88-33d220ee592e,Picus_canus_CoMC0001_17_short.flac,Animal Sound Archive,taxonomic-detection,Chordata Aves Piciformes Picidae Picus canus,97,181
19307,eecf3af9-d33c-463c-b096-35e5948b8c7b,Luscinia_megarhynchos_DIG0178_04_short.flac,Animal Sound Archive,species-taxonomic-classification-context,Chordata Aves Passeriformes Muscicapidae Luscinia megarhynchos,505,998
19953,39ed068b-a96d-40ee-baae-ea54742c441c,Parus_major_Tre_N0011_03_short.flac,Animal Sound Archive,species-common-detection-random,Great Tit,505,998
19968,a40f19b2-83c4-48e2-9bfb-5dc7eadd29b1,Tringa_nebularia_Kr0005_12_short.flac,Animal Sound Archive,family-classification,Scolopacidae,505,998
19985,e1d5391b-891b-4195-b991-97f690f75ded,Nucifraga_caryocatactes_CoMC0036_10_short.flac,Animal Sound Archive,species-sci-classification,Nucifraga caryocatactes,505,998
19996,e264d864-405b-4617-8f83-0834ad28556d,Pseudeos_fuscata_V2010_03_short.flac,Animal Sound Archive,caption-scientific,The sound of a Pseudeos fuscata,505,998
20059,2525ff9e-0a02-4843-a89c-f40ce0bdcece,Canis_lupus_f_familiaris_S1458_16_short.flac,Animal Sound Archive,species-common-classification,Arctic Wolf,505,998
